,Unnamed: 0,year_ceremony,category,name,film,winner,single_award,race
634,2688,2010 - 16th Annual,FEMALE COMEDY SERIES,TINA FEY,30 ROCK,TRUE,TRUE,White
635,2934,2009 - 15th Annual,FEMALE COMEDY SERIES,TINA FEY,30 ROCK,TRUE,TRUE,White
636,3199,2008 - 14th Annual,FEMALE COMEDY SERIES,TINA FEY,30 ROCK,TRUE,TRUE,White
637,1687,2014 - 20th Annual,FEMALE COMEDY SERIES,MAYIM BIALIK,THE BIG BANG THEORY,FALSE,TRUE,White
638,1689,2014 - 20th Annual,FEMALE DRAMA SERIES,JESSICA LANGE,AMERICAN HORROR STORY  COVEN,FALSE,TRUE,White
639,1958,2013 - 19th Annual,FEMALE DRAMA SERIES,JESSICA LANGE,AMERICAN HORROR STORY: ASYLUM,FALSE,TRUE,White
640,2228,2012 - 18th Annual,FEMALE DRAMA SERIES,JESSICA LANGE,AMERICAN HORROR STORY,TRUE,TRUE,White
641,2712,2010 - 16th Annual,FEMALE TV MOVIE OR MINISERIES,JESSICA LANGE,GREY GARDENS,FALSE,TRUE,White
642,5683,1995 - 1st Annual,FEMALE LEAD ROLE,JESSICA LANGE,BLUE SKY,FALSE,TRUE,White
643,1690,2014 - 20th Annual,FEMALE DRAMA SERIES,ANNA GUNN,BREAKING BAD,FALSE,TRUE,White
644,1696,2014 - 20th Annual,FEMALE LEAD ROLE,SANDRA BULLOCK,GRAVITY,FALSE,TRUE,White
645,2702,2010 - 16th Annual,FEMALE LEAD ROLE,SANDRA BULLOCK,THE BLIND SIDE,TRUE,TRUE,White
646,1698,2014 - 20th Annual,FEMALE LEAD ROLE,EMMA THOMPSON,SAVING MR. BANKS,FALSE,TRUE,White
647,4071,2004 - 10th Annual,FEMALE TV MOVIE OR MINISERIES,EMMA THOMPSON,ANGELS IN AMERICA,FALSE,TRUE,White
648,4466,2002 - 8th Annual,FEMALE TV MOVIE OR MINISERIES,EMMA THOMPSON,WIT,FALSE,TRUE,White
649,5553,1996 - 2nd Annual,FEMALE LEAD ROLE,EMMA THOMPSON,SENSE AND SENSIBILITY,FALSE,TRUE,White
650,1700,2014 - 20th Annual,FEMALE SUPPORTING ROLE,JENNIFER LAWRENCE,AMERICAN HUSLE,FALSE,TRUE,White
651,1965,2013 - 19th Annual,FEMALE LEAD ROLE,JENNIFER LAWRENCE,SILVER LININGS PLAYBOOK,TRUE,TRUE,White
652,2463,2011 - 17th Annual,FEMALE LEAD ROLE,JENNIFER LAWRENCE,WINTER'S BONE,FALSE,TRUE,White
653,1702,2014 - 20th Annual,FEMALE SUPPORTING ROLE,OPRAH WINFREY,LEE DANIELS' THE BUTLER,FALSE,TRUE,Black
654,1703,2014 - 20th Annual,FEMALE SUPPORTING ROLE,JUNE SQUIBB,NEBRASKA,FALSE,TRUE,White
655,1704,2014 - 20th Annual,FEMALE TV MOVIE OR MINISERIES,ANGELA BASSETT,BETTY & CORETTA,FALSE,TRUE,Black
656,4464,2002 - 8th Annual,FEMALE TV MOVIE OR MINISERIES,ANGELA BASSETT,RUBY'S BUCKET OF BLOOD,FALSE,TRUE,Black
657,1709,2014 - 20th Annual,LIFE ACHIEVEMENT,RITA MORENO,,TRUE,TRUE,Hispanic
658,1710,2014 - 20th Annual,MALE COMEDY SERIES,ALEC BALDWIN,30 ROCK,FALSE,TRUE,White
659,1979,2013 - 19th Annual,MALE COMEDY SERIES,ALEC BALDWIN,30 ROCK,TRUE,TRUE,White
660,2249,2012 - 18th Annual,MALE COMEDY SERIES,ALEC BALDWIN,30 ROCK,TRUE,TRUE,White
661,2475,2011 - 17th Annual,MALE COMEDY SERIES,ALEC BALDWIN,30 ROCK,TRUE,TRUE,White
662,2715,2010 - 16th Annual,MALE COMEDY SERIES,ALEC BALDWIN,30 ROCK,TRUE,TRUE,White
663,2960,2009 - 15th Annual,MALE COMEDY SERIES,ALEC BALDWIN,30 ROCK,TRUE,TRUE,White
664,3226,2008 - 14th Annual,MALE COMEDY SERIES,ALEC BALDWIN,30 ROCK,TRUE,TRUE,White
665,3487,2007 - 13th Annual,MALE COMEDY SERIES,ALEC BALDWIN,30 ROCK,TRUE,TRUE,White
666,4095,2004 - 10th Annual,MALE SUPPORTING ROLE,ALEC BALDWIN,THE COOLER,FALSE,TRUE,White
667,4683,2001 - 7th Annual,MALE TV MOVIE OR MINISERIES,ALEC BALDWIN,NUREMBERG,FALSE,TRUE,White
668,5586,1996 - 2nd Annual,MALE TV MOVIE OR MINISERIES,ALEC BALDWIN,A STREETCAR NAMED DESIRE,FALSE,TRUE,White
669,1712,2014 - 20th Annual,MALE COMEDY SERIES,DON CHEADLE,HOUSE OF LIES,FALSE,TRUE,Black
670,3734,2006 - 12th Annual,MALE SUPPORTING ROLE,DON CHEADLE,CRASH,FALSE,TRUE,Black
671,3919,2005 - 11th Annual,MALE LEAD ROLE,DON CHEADLE,HOTEL RWANDA,FALSE,TRUE,Black
672,5582,1996 - 2nd Annual,MALE SUPPORTING ROLE,DON CHEADLE,DEVIL IN A BLUE DRESS,FALSE,TRUE,Black
673,1720,2014 - 20th Annual,MALE LEAD ROLE,CHIWETEL EJIOFOR,12 YEARS A SLAVE,FALSE,TRUE,Black
674,1722,2014 - 20th Annual,MALE LEAD ROLE,MATTHEW McCONAUGHEY,DALLAS BUYERS CLUB,TRUE,TRUE,White
675,1723,2014 - 20th Annual,MALE LEAD ROLE,FOREST WHITAKER,LEE DANIELS' THE BUTLER,FALSE,TRUE,Black
676,3500,2007 - 13th Annual,MALE LEAD ROLE,FOREST WHITAKER,THE LAST KING OF SCOTLAND,TRUE,TRUE,Black
677,4100,2004 - 10th Annual,MALE TV MOVIE OR MINISERIES,FOREST WHITAKER,DEACONS FOR DEFENSE,FALSE,TRUE,Black
678,5722,1995 - 1st Annual,MALE TV MOVIE OR MINISERIES,FOREST WHITAKER,THE ENEMY WITHIN,FALSE,TRUE,Black
679,1724,2014 - 20th Annual,MALE LEAD ROLE,BRUCE DERN,NEBRASKA,FALSE,TRUE,White
680,1726,2014 - 20th Annual,MALE SUPPORTING ROLE,BARKHAD ABDI,CAPTAIN PHILLIPS,FALSE,TRUE,Middle Eastern
681,1727,2014 - 20th Annual,MALE SUPPORTING ROLE,JARED LETO,DALLAS BUYERS CLUB,TRUE,TRUE,White
682,1728,2014 - 20th Annual,MALE SUPPORTING ROLE,JAMES GANDOLFINI,ENOUGH SAID,FALSE,TRUE,White
683,3235,2008 - 14th Annual,MALE DRAMA SERIES,JAMES GANDOLFINI,THE SOPRANOS,TRUE,TRUE,White
684,3496,2007 - 13th Annual,MALE DRAMA SERIES,JAMES GANDOLFINI,THE SOPRANOS,FALSE,TRUE,White
685,3916,2005 - 11th Annual,MALE DRAMA SERIES,JAMES GANDOLFINI,THE SOPRANOS,FALSE,TRUE,White
686,4282,2003 - 9th Annual,MALE DRAMA SERIES,JAMES GANDOLFINI,THE SOPRANOS,TRUE,TRUE,White
687,4476,2002 - 8th Annual,MALE DRAMA SERIES,JAMES GANDOLFINI,THE SOPRANOS,FALSE,TRUE,White
688,4667,2001 - 7th Annual,MALE DRAMA SERIES,JAMES GANDOLFINI,THE SOPRANOS,FALSE,TRUE,White
689,4860,2000 - 6th Annual,MALE DRAMA SERIES,JAMES GANDOLFINI,THE SOPRANOS,TRUE,TRUE,White
690,1729,2014 - 20th Annual,MALE SUPPORTING ROLE,DANIEL BRÜHL,RUSH,FALSE,TRUE,White
691,1730,2014 - 20th Annual,MALE TV MOVIE OR MINISERIES,MATT DAMON,BEHIND THE CANDELABRA,FALSE,TRUE,White
692,2731,2010 - 16th Annual,MALE SUPPORTING ROLE,MATT DAMON,INVICTUS,FALSE,TRUE,White
693,5225,1998 - 4th Annual,MALE LEAD ROLE,MATT DAMON,GOOD WILL HUNTING,FALSE,TRUE,White
694,1732,2014 - 20th Annual,MALE TV MOVIE OR MINISERIES,ROB LOWE,KILLING KENNEDY,FALSE,TRUE,White
695,1734,2014 - 20th Annual,MALE TV MOVIE OR MINISERIES,JEREMY IRONS,THE HOLLOW CROWN,FALSE,TRUE,White
696,2736,2010 - 16th Annual,MALE TV MOVIE OR MINISERIES,JEREMY IRONS,GEORGIA O'KEEFFE,FALSE,TRUE,White
697,3509,2007 - 13th Annual,MALE TV MOVIE OR MINISERIES,JEREMY IRONS,ELIZABETH I,TRUE,TRUE,White
698,1954,2013 - 19th Annual,FEMALE COMEDY SERIES,BETTY WHITE,HOT IN CLEVELAND,FALSE,TRUE,White
699,2224,2012 - 18th Annual,FEMALE COMEDY SERIES,BETTY WHITE,HOT IN CLEVELAND,TRUE,TRUE,White
700,2246,2012 - 18th Annual,FEMALE TV MOVIE OR MINISERIES,BETTY WHITE,HALLMARK HALL OF FAME: THE LOST VALENTINE,FALSE,TRUE,White
701,2451,2011 - 17th Annual,FEMALE COMEDY SERIES,BETTY WHITE,HOT IN CLEVELAND,TRUE,TRUE,White
702,2714,2010 - 16th Annual,LIFE ACHIEVEMENT,BETTY WHITE,,TRUE,TRUE,White
703,1955,2013 - 19th Annual,FEMALE COMEDY SERIES,SOFIA VERGARA,MODERN FAMILY,FALSE,TRUE,Hispanic
704,2226,2012 - 18th Annual,FEMALE COMEDY SERIES,SOFIA VERGARA,MODERN FAMILY,FALSE,TRUE,Hispanic
705,2452,2011 - 17th Annual,FEMALE COMEDY SERIES,SOFIA VERGARA,MODERN FAMILY,FALSE,TRUE,Hispanic
706,1960,2013 - 19th Annual,FEMALE DRAMA SERIES,MICHELLE DOCKERY,DOWNTON ABBEY,FALSE,TRUE,White
707,1964,2013 - 19th Annual,FEMALE LEAD ROLE,MARION COTILLARD,RUST AND BONE,FALSE,TRUE,White
708,3213,2008 - 14th Annual,FEMALE LEAD ROLE,MARION COTILLARD,LA VIE EN ROSE,FALSE,TRUE,White
709,1967,2013 - 19th Annual,FEMALE LEAD ROLE,JESSICA CHASTAIN,ZERO DARK THIRTY,FALSE,TRUE,White
710,2241,2012 - 18th Annual,FEMALE SUPPORTING ROLE,JESSICA CHASTAIN,THE HELP,FALSE,TRUE,White
711,1968,2013 - 19th Annual,FEMALE SUPPORTING ROLE,ANNE HATHAWAY,LES MISÉRABLES,TRUE,TRUE,White
712,2947,2009 - 15th Annual,FEMALE LEAD ROLE,ANNE HATHAWAY,RACHEL GETTING MARRIED,FALSE,TRUE,White
713,1969,2013 - 19th Annual,FEMALE SUPPORTING ROLE,SALLY FIELD,LINCOLN,FALSE,TRUE,White
714,2939,2009 - 15th Annual,FEMALE DRAMA SERIES,SALLY FIELD,BROTHERS & SISTERS,TRUE,TRUE,White
715,3204,2008 - 14th Annual,FEMALE DRAMA SERIES,SALLY FIELD,BROTHERS & SISTERS,FALSE,TRUE,White
716,4637,2001 - 7th Annual,FEMALE DRAMA SERIES,SALLY FIELD,ER,FALSE,TRUE,White
717,4654,2001 - 7th Annual,FEMALE TV MOVIE OR MINISERIES,SALLY FIELD,DAVID COPPERFIELD,FALSE,TRUE,White
718,4848,2000 - 6th Annual,FEMALE TV MOVIE OR MINISERIES,SALLY FIELD,A COOLER CLIMATE,FALSE,TRUE,White
719,5560,1996 - 2nd Annual,FEMALE TV MOVIE OR MINISERIES,SALLY FIELD,A WOMAN OF INDEPENDENT MEANS,FALSE,TRUE,White
720,5690,1995 - 1st Annual,FEMALE SUPPORTING ROLE,SALLY FIELD,FORREST GUMP,FALSE,TRUE,White
721,1972,2013 - 19th Annual,FEMALE SUPPORTING ROLE,HELEN HUNT,THE SESSIONS,FALSE,TRUE,White
722,5189,1998 - 4th Annual,FEMALE COMEDY SERIES,HELEN HUNT,MAD ABOUT YOU,FALSE,TRUE,White
723,5197,1998 - 4th Annual,FEMALE LEAD ROLE,HELEN HUNT,AS GOOD AS IT GETS,TRUE,TRUE,White
724,5361,1997 - 3rd Annual,FEMALE COMEDY SERIES,HELEN HUNT,MAD ABOUT YOU,FALSE,TRUE,White
725,5542,1996 - 2nd Annual,FEMALE COMEDY SERIES,HELEN HUNT,MAD ABOUT YOU,FALSE,TRUE,White
726,5674,1995 - 1st Annual,FEMALE COMEDY SERIES,HELEN HUNT,MAD ABOUT YOU,TRUE,TRUE,White
727,1975,2013 - 19th Annual,FEMALE TV MOVIE OR MINISERIES,SIGOURNEY WEAVER,POLITICAL ANIMALS,FALSE,TRUE,White
728,2713,2010 - 16th Annual,FEMALE TV MOVIE OR MINISERIES,SIGOURNEY WEAVER,PRAYERS FOR BOBBY,FALSE,TRUE,White
729,5211,1998 - 4th Annual,FEMALE TV MOVIE OR MINISERIES,SIGOURNEY WEAVER,SNOW WHITE: A TALE OF TERROR,FALSE,TRUE,White
730,1976,2013 - 19th Annual,FEMALE TV MOVIE OR MINISERIES,CHARLOTTE RAMPLING,RESTLESS,FALSE,TRUE,White
731,1977,2013 - 19th Annual,FEMALE TV MOVIE OR MINISERIES,ALFRE WOODARD,STEEL MAGNOLIAS,FALSE,TRUE,Black
732,5210,1998 - 4th Annual,FEMALE TV MOVIE OR MINISERIES,ALFRE WOODARD,MISS EVERS' BOYS,TRUE,TRUE,Black
733,5564,1996 - 2nd Annual,FEMALE TV MOVIE OR MINISERIES,ALFRE WOODARD,"THE PIANO LESSON, HALLMARK HALL OF FAME",TRUE,TRUE,Black
734,1978,2013 - 19th Annual,LIFE ACHIEVEMENT,DICK VAN DYKE,,TRUE,TRUE,White
735,1986,2013 - 19th Annual,MALE DRAMA SERIES,DAMIAN LEWIS,HOMELAND,FALSE,TRUE,White
736,1990,2013 - 19th Annual,MALE LEAD ROLE,HUGH JACKMAN,LES MISÉRABLES,FALSE,TRUE,White
737,1991,2013 - 19th Annual,MALE LEAD ROLE,DANIEL DAY-LEWIS,LINCOLN,TRUE,TRUE,White
738,3240,2008 - 14th Annual,MALE LEAD ROLE,DANIEL DAY-LEWIS,THERE WILL BE BLOOD,TRUE,TRUE,White
739,4287,2003 - 9th Annual,MALE LEAD ROLE,DANIEL DAY-LEWIS,GANGS OF NEW YORK,TRUE,TRUE,White
740,1993,2013 - 19th Annual,MALE LEAD ROLE,JOHN HAWKES,THE SESSIONS,FALSE,TRUE,White
741,2494,2011 - 17th Annual,MALE SUPPORTING ROLE,JOHN HAWKES,WINTER'S BONE,FALSE,TRUE,White
742,1995,2013 - 19th Annual,MALE SUPPORTING ROLE,TOMMY LEE JONES,LINCOLN,TRUE,TRUE,White
743,3244,2008 - 14th Annual,MALE SUPPORTING ROLE,TOMMY LEE JONES,NO COUNTRY FOR OLD MEN,FALSE,TRUE,White
744,5587,1996 - 2nd Annual,MALE TV MOVIE OR MINISERIES,TOMMY LEE JONES,THE GOOD OLD BOYS,FALSE,TRUE,White
745,1997,2013 - 19th Annual,MALE SUPPORTING ROLE,JAVIER BARDEM,SKYFALL,FALSE,TRUE,Hispanic
746,3243,2008 - 14th Annual,MALE SUPPORTING ROLE,JAVIER BARDEM,NO COUNTRY FOR OLD MEN,TRUE,TRUE,Hispanic
747,1998,2013 - 19th Annual,MALE SUPPORTING ROLE,PHILIP SEYMOUR HOFFMAN,THE MASTER,FALSE,TRUE,White
748,2975,2009 - 15th Annual,MALE SUPPORTING ROLE,PHILIP SEYMOUR HOFFMAN,DOUBT,FALSE,TRUE,White
749,3728,2006 - 12th Annual,MALE LEAD ROLE,PHILIP SEYMOUR HOFFMAN,CAPOTE,TRUE,TRUE,White
750,4864,2000 - 6th Annual,MALE LEAD ROLE,PHILIP SEYMOUR HOFFMAN,FLAWLESS,FALSE,TRUE,White
751,1999,2013 - 19th Annual,MALE TV MOVIE OR MINISERIES,CLIVE OWEN,ERNEST HEMINGWAY,FALSE,TRUE,White
752,2000,2013 - 19th Annual,MALE TV MOVIE OR MINISERIES,ED HARRIS,GAME CHANGE,FALSE,TRUE,White
753,3737,2006 - 12th Annual,MALE TV MOVIE OR MINISERIES,ED HARRIS,EMPIRE FALLS,FALSE,TRUE,White
754,4293,2003 - 9th Annual,MALE SUPPORTING ROLE,ED HARRIS,THE HOURS,FALSE,TRUE,White
755,5407,1997 - 3rd Annual,MALE TV MOVIE OR MINISERIES,ED HARRIS,RIDERS OF THE PURPLE SAGE,FALSE,TRUE,White
756,5581,1996 - 2nd Annual,MALE SUPPORTING ROLE,ED HARRIS,APOLLO 13,TRUE,TRUE,White
757,2002,2013 - 19th Annual,MALE TV MOVIE OR MINISERIES,BILL PAXTON,HATFIELDS & MCCOYS,FALSE,TRUE,White
758,2003,2013 - 19th Annual,MALE TV MOVIE OR MINISERIES,KEVIN COSTNER,HATFIELDS & MCCOYS,TRUE,TRUE,White
759,2230,2012 - 18th Annual,FEMALE DRAMA SERIES,KATHY BATES,HARRY'S LAW,FALSE,TRUE,White
760,4263,2003 - 9th Annual,FEMALE SUPPORTING ROLE,KATHY BATES,ABOUT SCHMIDT,FALSE,TRUE,White
761,4270,2003 - 9th Annual,FEMALE TV MOVIE OR MINISERIES,KATHY BATES,MY SISTER'S KEEPER,FALSE,TRUE,White
762,4851,2000 - 6th Annual,FEMALE TV MOVIE OR MINISERIES,KATHY BATES,THE WONDERFUL WORLD OF DISNEY PRESENTS: ANNIE,FALSE,TRUE,White
763,5023,1999 - 5th Annual,FEMALE SUPPORTING ROLE,KATHY BATES,PRIMARY COLORS,TRUE,TRUE,White
764,5381,1997 - 3rd Annual,FEMALE TV MOVIE OR MINISERIES,KATHY BATES,THE LATE SHIFT,TRUE,TRUE,White
765,2231,2012 - 18th Annual,FEMALE DRAMA SERIES,KYRA SEDGWICK,THE CLOSER,FALSE,TRUE,White
766,2457,2011 - 17th Annual,FEMALE DRAMA SERIES,KYRA SEDGWICK,THE CLOSER,FALSE,TRUE,White
767,2697,2010 - 16th Annual,FEMALE DRAMA SERIES,KYRA SEDGWICK,THE CLOSER,FALSE,TRUE,White
768,2943,2009 - 15th Annual,FEMALE DRAMA SERIES,KYRA SEDGWICK,THE CLOSER,FALSE,TRUE,White
769,3207,2008 - 14th Annual,FEMALE DRAMA SERIES,KYRA SEDGWICK,THE CLOSER,FALSE,TRUE,White
770,3469,2007 - 13th Annual,FEMALE DRAMA SERIES,KYRA SEDGWICK,THE CLOSER,FALSE,TRUE,White
771,3700,2006 - 12th Annual,FEMALE DRAMA SERIES,KYRA SEDGWICK,THE CLOSER,FALSE,TRUE,White
772,2237,2012 - 18th Annual,FEMALE LEAD ROLE,TILDA SWINTON,WE NEED TO TALK ABOUT KEVIN,FALSE,TRUE,White
773,3218,2008 - 14th Annual,FEMALE SUPPORTING ROLE,TILDA SWINTON,MICHAEL CLAYTON,FALSE,TRUE,White
774,2238,2012 - 18th Annual,FEMALE SUPPORTING ROLE,JANET MCTEER,ALBERT NOBBS,FALSE,TRUE,White
775,4841,2000 - 6th Annual,FEMALE LEAD ROLE,JANET MCTEER,TUMBLEWEEDS,FALSE,TRUE,White
776,2240,2012 - 18th Annual,FEMALE SUPPORTING ROLE,BÉRÉNICE BEJO,THE ARTIST,FALSE,TRUE,White
777,2244,2012 - 18th Annual,FEMALE TV MOVIE OR MINISERIES,DIANE LANE,CINEMA VERITE,FALSE,TRUE,White
778,4262,2003 - 9th Annual,FEMALE LEAD ROLE,DIANE LANE,UNFAITHFUL,FALSE,TRUE,White
779,2248,2012 - 18th Annual,LIFE ACHIEVEMENT,MARY TYLER MOORE,,TRUE,TRUE,White
780,2253,2012 - 18th Annual,MALE COMEDY SERIES,JON CRYER,TWO AND A HALF MEN,FALSE,TRUE,White
781,2256,2012 - 18th Annual,MALE DRAMA SERIES,MICHAEL C. HALL,DEXTER,FALSE,TRUE,White
782,2482,2011 - 17th Annual,MALE DRAMA SERIES,MICHAEL C. HALL,DEXTER,FALSE,TRUE,White
783,2721,2010 - 16th Annual,MALE DRAMA SERIES,MICHAEL C. HALL,DEXTER,TRUE,TRUE,White
784,2967,2009 - 15th Annual,MALE DRAMA SERIES,MICHAEL C. HALL,DEXTER,FALSE,TRUE,White
785,3232,2008 - 14th Annual,MALE DRAMA SERIES,MICHAEL C. HALL,DEXTER,FALSE,TRUE,White
786,3494,2007 - 13th Annual,MALE DRAMA SERIES,MICHAEL C. HALL,DEXTER,FALSE,TRUE,White
787,2257,2012 - 18th Annual,MALE DRAMA SERIES,KYLE CHANDLER,FRIDAY NIGHT LIGHTS,FALSE,TRUE,White
788,2258,2012 - 18th Annual,MALE DRAMA SERIES,PATRICK J. ADAMS,SUITS,FALSE,TRUE,White
789,2259,2012 - 18th Annual,MALE LEAD ROLE,DEMIAN BICHIR,A BETTER LIFE,FALSE,TRUE,Hispanic
790,2262,2012 - 18th Annual,MALE LEAD ROLE,JEAN DUJARDIN,THE ARTIST,TRUE,TRUE,White
791,2263,2012 - 18th Annual,MALE LEAD ROLE,GEORGE CLOONEY,THE DESCENDANTS,FALSE,TRUE,White
792,2729,2010 - 16th Annual,MALE LEAD ROLE,GEORGE CLOONEY,UP IN THE AIR,FALSE,TRUE,White
793,3239,2008 - 14th Annual,MALE LEAD ROLE,GEORGE CLOONEY,MICHAEL CLAYTON,FALSE,TRUE,White
794,3736,2006 - 12th Annual,MALE SUPPORTING ROLE,GEORGE CLOONEY,SYRIANA,FALSE,TRUE,White
795,5390,1997 - 3rd Annual,MALE DRAMA SERIES,GEORGE CLOONEY,ER,FALSE,TRUE,White
796,5572,1996 - 2nd Annual,MALE DRAMA SERIES,GEORGE CLOONEY,ER,FALSE,TRUE,White
797,2264,2012 - 18th Annual,MALE SUPPORTING ROLE,CHRISTOPHER PLUMMER,BEGINNERS,TRUE,TRUE,White
798,2732,2010 - 16th Annual,MALE SUPPORTING ROLE,CHRISTOPHER PLUMMER,THE LAST STATION,FALSE,TRUE,White
799,3740,2006 - 12th Annual,MALE TV MOVIE OR MINISERIES,CHRISTOPHER PLUMMER,OUR FATHERS,FALSE,TRUE,White
800,2265,2012 - 18th Annual,MALE SUPPORTING ROLE,ARMIE HAMMER,J. EDGAR,FALSE,TRUE,White
801,2266,2012 - 18th Annual,MALE SUPPORTING ROLE,JONAH HILL,MONEYBALL,FALSE,TRUE,White
802,2267,2012 - 18th Annual,MALE SUPPORTING ROLE,KENNETH BRANAGH,MY WEEK WITH MARILYN,FALSE,TRUE,White
803,3741,2006 - 12th Annual,MALE TV MOVIE OR MINISERIES,KENNETH BRANAGH,WARM SPRINGS,FALSE,TRUE,White
804,5584,1996 - 2nd Annual,MALE SUPPORTING ROLE,KENNETH BRANAGH,OTHELLO,FALSE,TRUE,White
805,2268,2012 - 18th Annual,MALE SUPPORTING ROLE,NICK NOLTE,WARRIOR,FALSE,TRUE,White
806,5041,1999 - 5th Annual,MALE LEAD ROLE,NICK NOLTE,AFFLICTION,FALSE,TRUE,White
807,2269,2012 - 18th Annual,MALE TV MOVIE OR MINISERIES,GUY PEARCE,MILDRED PIERCE,FALSE,TRUE,White
808,2270,2012 - 18th Annual,MALE TV MOVIE OR MINISERIES,GREG KINNEAR,THE KENNEDYS,FALSE,TRUE,White
809,5230,1998 - 4th Annual,MALE SUPPORTING ROLE,GREG KINNEAR,AS GOOD AS IT GETS,FALSE,TRUE,White
810,2271,2012 - 18th Annual,MALE TV MOVIE OR MINISERIES,LAURENCE FISHBURNE,THURGOOD,FALSE,TRUE,Black
811,5589,1996 - 2nd Annual,MALE TV MOVIE OR MINISERIES,LAURENCE FISHBURNE,THE TUSKEGEE AIRMEN,FALSE,TRUE,Black
812,2272,2012 - 18th Annual,MALE TV MOVIE OR MINISERIES,JAMES WOODS,TOO BIG TO FAIL,FALSE,TRUE,White
813,4680,2001 - 7th Annual,MALE TV MOVIE OR MINISERIES,JAMES WOODS,DIRTY PICTURES,FALSE,TRUE,White
814,2273,2012 - 18th Annual,MALE TV MOVIE OR MINISERIES,PAUL GIAMATTI,TOO BIG TO FAIL,TRUE,TRUE,White
815,2982,2009 - 15th Annual,MALE TV MOVIE OR MINISERIES,PAUL GIAMATTI,JOHN ADAMS,TRUE,TRUE,White
816,3733,2006 - 12th Annual,MALE SUPPORTING ROLE,PAUL GIAMATTI,CINDERELLA MAN,TRUE,TRUE,White
817,3921,2005 - 11th Annual,MALE LEAD ROLE,PAUL GIAMATTI,SIDEWAYS,FALSE,TRUE,White
818,2450,2011 - 17th Annual,FEMALE COMEDY SERIES,JANE LYNCH,GLEE,FALSE,TRUE,White
819,2455,2011 - 17th Annual,FEMALE DRAMA SERIES,MARISKA HARGITAY,LAW & ORDER: SVU,FALSE,TRUE,White
820,2694,2010 - 16th Annual,FEMALE DRAMA SERIES,MARISKA HARGITAY,LAW & ORDER: SVU,FALSE,TRUE,White
821,2940,2009 - 15th Annual,FEMALE DRAMA SERIES,MARISKA HARGITAY,LAW & ORDER: SVU,FALSE,TRUE,White
822,3467,2007 - 13th Annual,FEMALE DRAMA SERIES,MARISKA HARGITAY,LAW & ORDER: SVU,FALSE,TRUE,White
823,3698,2006 - 12th Annual,FEMALE DRAMA SERIES,MARISKA HARGITAY,LAW & ORDER: SVU,FALSE,TRUE,White
824,4057,2004 - 10th Annual,FEMALE DRAMA SERIES,MARISKA HARGITAY,LAW & ORDER: SVU,FALSE,TRUE,White
825,2460,2011 - 17th Annual,FEMALE LEAD ROLE,HILARY SWANK,CONVICTION,FALSE,TRUE,White
826,3895,2005 - 11th Annual,FEMALE LEAD ROLE,HILARY SWANK,MILLION DOLLAR BABY,TRUE,TRUE,White
827,3902,2005 - 11th Annual,FEMALE TV MOVIE OR MINISERIES,HILARY SWANK,IRON JAWED ANGELS,FALSE,TRUE,White
828,4838,2000 - 6th Annual,FEMALE LEAD ROLE,HILARY SWANK,BOYS DON'T CRY,FALSE,TRUE,White
829,2462,2011 - 17th Annual,FEMALE LEAD ROLE,ANNETTE BENING,THE KIDS ARE ALL RIGHT,FALSE,TRUE,White
830,3484,2007 - 13th Annual,FEMALE TV MOVIE OR MINISERIES,ANNETTE BENING,MRS. HARRIS,FALSE,TRUE,White
831,3892,2005 - 11th Annual,FEMALE LEAD ROLE,ANNETTE BENING,BEING JULIA,FALSE,TRUE,White
832,4837,2000 - 6th Annual,FEMALE LEAD ROLE,ANNETTE BENING,AMERICAN BEAUTY,TRUE,TRUE,White
833,2464,2011 - 17th Annual,FEMALE SUPPORTING ROLE,MILA KUNIS,BLACK SWAN,FALSE,TRUE,White
834,2466,2011 - 17th Annual,FEMALE SUPPORTING ROLE,MELISSA LEO,THE FIGHTER,TRUE,TRUE,White
835,2946,2009 - 15th Annual,FEMALE LEAD ROLE,MELISSA LEO,FROZEN RIVER,FALSE,TRUE,White
836,2468,2011 - 17th Annual,FEMALE SUPPORTING ROLE,HAILEE STEINFELD,TRUE GRIT,FALSE,TRUE,White
837,2471,2011 - 17th Annual,FEMALE TV MOVIE OR MINISERIES,JULIA ORMOND,TEMPLE GRANDIN,FALSE,TRUE,White
838,2474,2011 - 17th Annual,LIFE ACHIEVEMENT,ERNEST BORGNINE,,TRUE,TRUE,White
839,2476,2011 - 17th Annual,MALE COMEDY SERIES,CHRIS COLFER,GLEE,FALSE,TRUE,White
840,2477,2011 - 17th Annual,MALE COMEDY SERIES,ED O'NEILL,MODERN FAMILY,FALSE,TRUE,White
841,2483,2011 - 17th Annual,MALE DRAMA SERIES,HUGH LAURIE,HOUSE,FALSE,TRUE,White
842,2722,2010 - 16th Annual,MALE DRAMA SERIES,HUGH LAURIE,HOUSE,FALSE,TRUE,White
843,2968,2009 - 15th Annual,MALE DRAMA SERIES,HUGH LAURIE,HOUSE,TRUE,TRUE,White
844,3233,2008 - 14th Annual,MALE DRAMA SERIES,HUGH LAURIE,HOUSE,FALSE,TRUE,White
845,3495,2007 - 13th Annual,MALE DRAMA SERIES,HUGH LAURIE,HOUSE,TRUE,TRUE,White
846,3725,2006 - 12th Annual,MALE DRAMA SERIES,HUGH LAURIE,HOUSE,FALSE,TRUE,White
