year_film,year_ceremony,ceremony,category,name,film,winner,race
1986,1987,59,ACTOR IN A LEADING ROLE,Paul Newman,The Color of Money,TRUE,white
1986,1987,59,ACTOR IN A LEADING ROLE,James Woods,Salvador,FALSE,white
1987,1988,60,ACTOR IN A LEADING ROLE,Michael Douglas,Wall Street,TRUE,white
1987,1988,60,ACTOR IN A LEADING ROLE,William Hurt,Broadcast News,FALSE,white
1987,1988,60,ACTOR IN A LEADING ROLE,Marcello Mastroianni,Dark Eyes,FALSE,white
1987,1988,60,ACTOR IN A LEADING ROLE,Jack Nicholson,Ironweed,FALSE,white
1987,1988,60,ACTOR IN A LEADING ROLE,Robin Williams,"Good Morning, Vietnam",FALSE,white
1988,1989,61,ACTOR IN A LEADING ROLE,Gene Hackman,Mississippi Burning,FALSE,white
1988,1989,61,ACTOR IN A LEADING ROLE,Tom Hanks,Big,FALSE,white
1988,1989,61,ACTOR IN A LEADING ROLE,Dustin Hoffman,Rain Man,TRUE,white
1988,1989,61,ACTOR IN A LEADING ROLE,Edward James Olmos,Stand and Deliver,FALSE,white
1988,1989,61,ACTOR IN A LEADING ROLE,Max von Sydow,Pelle the Conqueror,FALSE,white
1989,1990,62,ACTOR IN A LEADING ROLE,Kenneth Branagh,Henry V,FALSE,white
1989,1990,62,ACTOR IN A LEADING ROLE,Tom Cruise,Born on the Fourth of July,FALSE,white
1989,1990,62,ACTOR IN A LEADING ROLE,Daniel Day Lewis,My Left Foot,TRUE,white
1989,1990,62,ACTOR IN A LEADING ROLE,Morgan Freeman,Driving Miss Daisy,FALSE,black
1989,1990,62,ACTOR IN A LEADING ROLE,Robin Williams,Dead Poets Society,FALSE,white
1990,1991,63,ACTOR IN A LEADING ROLE,Kevin Costner,Dances With Wolves,FALSE,white
1990,1991,63,ACTOR IN A LEADING ROLE,Robert De Niro,Awakenings,FALSE,white
1990,1991,63,ACTOR IN A LEADING ROLE,Gerard Depardieu,Cyrano de Bergerac,FALSE,white
1990,1991,63,ACTOR IN A LEADING ROLE,Richard Harris,The Field,FALSE,white
1990,1991,63,ACTOR IN A LEADING ROLE,Jeremy Irons,Reversal of Fortune,TRUE,white
1991,1992,64,ACTOR IN A LEADING ROLE,Warren Beatty,Bugsy,FALSE,white
1991,1992,64,ACTOR IN A LEADING ROLE,Robert De Niro,Cape Fear,FALSE,white
1991,1992,64,ACTOR IN A LEADING ROLE,Anthony Hopkins,The Silence of the Lambs,TRUE,white
1991,1992,64,ACTOR IN A LEADING ROLE,Nick Nolte,The Prince of Tides,FALSE,white
1991,1992,64,ACTOR IN A LEADING ROLE,Robin Williams,The Fisher King,FALSE,white
1992,1993,65,ACTOR IN A LEADING ROLE,Robert Downey Jr.,Chaplin,FALSE,white
1992,1993,65,ACTOR IN A LEADING ROLE,Clint Eastwood,Unforgiven,FALSE,white
1992,1993,65,ACTOR IN A LEADING ROLE,Al Pacino,Scent of a Woman,TRUE,white
1992,1993,65,ACTOR IN A LEADING ROLE,Stephen Rea,The Crying Game,FALSE,white
1992,1993,65,ACTOR IN A LEADING ROLE,Denzel Washington,Malcolm X,FALSE,black
1993,1994,66,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,In the Name of the Father,FALSE,white
1993,1994,66,ACTOR IN A LEADING ROLE,Laurence Fishburne,What's Love Got to Do with It,FALSE,black
1993,1994,66,ACTOR IN A LEADING ROLE,Tom Hanks,Philadelphia,TRUE,white
1993,1994,66,ACTOR IN A LEADING ROLE,Anthony Hopkins,The Remains of the Day,FALSE,white
1993,1994,66,ACTOR IN A LEADING ROLE,Liam Neeson,Schindler's List,FALSE,white
1994,1995,67,ACTOR IN A LEADING ROLE,Morgan Freeman,The Shawshank Redemption,FALSE,black
1994,1995,67,ACTOR IN A LEADING ROLE,Tom Hanks,Forrest Gump,TRUE,white
1994,1995,67,ACTOR IN A LEADING ROLE,Nigel Hawthorne,The Madness of King George,FALSE,white
1994,1995,67,ACTOR IN A LEADING ROLE,Paul Newman,Nobody's Fool,FALSE,white
1994,1995,67,ACTOR IN A LEADING ROLE,John Travolta,Pulp Fiction,FALSE,white
1995,1996,68,ACTOR IN A LEADING ROLE,Nicolas Cage,Leaving Las Vegas,TRUE,white
1995,1996,68,ACTOR IN A LEADING ROLE,Richard Dreyfuss,Mr. Holland's Opus,FALSE,white
1995,1996,68,ACTOR IN A LEADING ROLE,Anthony Hopkins,Nixon,FALSE,white
1995,1996,68,ACTOR IN A LEADING ROLE,Sean Penn,Dead Man Walking,FALSE,white
1995,1996,68,ACTOR IN A LEADING ROLE,Massimo Troisi,The Postman (Il Postino),FALSE,white
1996,1997,69,ACTOR IN A LEADING ROLE,Tom Cruise,Jerry Maguire,FALSE,white
1996,1997,69,ACTOR IN A LEADING ROLE,Ralph Fiennes,The English Patient,FALSE,white
1996,1997,69,ACTOR IN A LEADING ROLE,Woody Harrelson,The People vs. Larry Flynt,FALSE,white
1996,1997,69,ACTOR IN A LEADING ROLE,Geoffrey Rush,Shine,TRUE,white
1996,1997,69,ACTOR IN A LEADING ROLE,Billy Bob Thornton,Sling Blade,FALSE,white
1997,1998,70,ACTOR IN A LEADING ROLE,Matt Damon,Good Will Hunting,FALSE,white
1997,1998,70,ACTOR IN A LEADING ROLE,Robert Duvall,The Apostle,FALSE,white
1997,1998,70,ACTOR IN A LEADING ROLE,Peter Fonda,Ulee's Gold,FALSE,white
1997,1998,70,ACTOR IN A LEADING ROLE,Dustin Hoffman,Wag the Dog,FALSE,white
1997,1998,70,ACTOR IN A LEADING ROLE,Jack Nicholson,As Good as It Gets,TRUE,white
1998,1999,71,ACTOR IN A LEADING ROLE,Roberto Benigni,Life Is Beautiful,TRUE,white
1998,1999,71,ACTOR IN A LEADING ROLE,Tom Hanks,Saving Private Ryan,FALSE,white
1998,1999,71,ACTOR IN A LEADING ROLE,Ian McKellen,Gods and Monsters,FALSE,white
1998,1999,71,ACTOR IN A LEADING ROLE,Nick Nolte,Affliction,FALSE,white
1998,1999,71,ACTOR IN A LEADING ROLE,Edward Norton,American History X,FALSE,white
1999,2000,72,ACTOR IN A LEADING ROLE,Russell Crowe,The Insider,FALSE,white
1999,2000,72,ACTOR IN A LEADING ROLE,Richard Farnsworth,The Straight Story,FALSE,white
1999,2000,72,ACTOR IN A LEADING ROLE,Sean Penn,Sweet and Lowdown,FALSE,white
1999,2000,72,ACTOR IN A LEADING ROLE,Kevin Spacey,American Beauty,TRUE,white
1999,2000,72,ACTOR IN A LEADING ROLE,Denzel Washington,The Hurricane,FALSE,black
2000,2001,73,ACTOR IN A LEADING ROLE,Javier Bardem,Before Night Falls,FALSE,white
2000,2001,73,ACTOR IN A LEADING ROLE,Russell Crowe,Gladiator,TRUE,white
2000,2001,73,ACTOR IN A LEADING ROLE,Tom Hanks,Cast Away,FALSE,white
2000,2001,73,ACTOR IN A LEADING ROLE,Ed Harris,Pollock,FALSE,white
2000,2001,73,ACTOR IN A LEADING ROLE,Geoffrey Rush,Quills,FALSE,white
2001,2002,74,ACTOR IN A LEADING ROLE,Russell Crowe,A Beautiful Mind,FALSE,white
2001,2002,74,ACTOR IN A LEADING ROLE,Sean Penn,I Am Sam,FALSE,white
2001,2002,74,ACTOR IN A LEADING ROLE,Will Smith,Ali,FALSE,black
2001,2002,74,ACTOR IN A LEADING ROLE,Denzel Washington,Training Day,TRUE,black
2001,2002,74,ACTOR IN A LEADING ROLE,Tom Wilkinson,In the Bedroom,FALSE,white
2002,2003,75,ACTOR IN A LEADING ROLE,Adrien Brody,The Pianist,TRUE,white
2002,2003,75,ACTOR IN A LEADING ROLE,Nicolas Cage,Adaptation,FALSE,white
2002,2003,75,ACTOR IN A LEADING ROLE,Michael Caine,The Quiet American,FALSE,white
2002,2003,75,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Gangs of New York,FALSE,white
2002,2003,75,ACTOR IN A LEADING ROLE,Jack Nicholson,About Schmidt,FALSE,white
2003,2004,76,ACTOR IN A LEADING ROLE,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,FALSE,white
2003,2004,76,ACTOR IN A LEADING ROLE,Ben Kingsley,House of Sand and Fog,FALSE,asian
2003,2004,76,ACTOR IN A LEADING ROLE,Jude Law,Cold Mountain,FALSE,white
2003,2004,76,ACTOR IN A LEADING ROLE,Bill Murray,Lost in Translation,FALSE,white
2003,2004,76,ACTOR IN A LEADING ROLE,Sean Penn,Mystic River,TRUE,white
2004,2005,77,ACTOR IN A LEADING ROLE,Don Cheadle,Hotel Rwanda,FALSE,black
2004,2005,77,ACTOR IN A LEADING ROLE,Johnny Depp,Finding Neverland,FALSE,white
2004,2005,77,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,The Aviator,FALSE,white
2004,2005,77,ACTOR IN A LEADING ROLE,Clint Eastwood,Million Dollar Baby,FALSE,white
2004,2005,77,ACTOR IN A LEADING ROLE,Jamie Foxx,Ray,TRUE,black
2005,2006,78,ACTOR IN A LEADING ROLE,Philip Seymour Hoffman,Capote,TRUE,white
2005,2006,78,ACTOR IN A LEADING ROLE,Terrence Howard,Hustle & Flow,FALSE,black
2005,2006,78,ACTOR IN A LEADING ROLE,Heath Ledger,Brokeback Mountain,FALSE,white
2005,2006,78,ACTOR IN A LEADING ROLE,Joaquin Phoenix,Walk the Line,FALSE,white
2005,2006,78,ACTOR IN A LEADING ROLE,David Strathairn,"Good Night, and Good Luck.",FALSE,white
2006,2007,79,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,Blood Diamond,FALSE,white
2006,2007,79,ACTOR IN A LEADING ROLE,Ryan Gosling,Half Nelson,FALSE,white
2006,2007,79,ACTOR IN A LEADING ROLE,Peter O'Toole,Venus,FALSE,white
2006,2007,79,ACTOR IN A LEADING ROLE,Will Smith,The Pursuit of Happyness,FALSE,black
2006,2007,79,ACTOR IN A LEADING ROLE,Forest Whitaker,The Last King of Scotland,TRUE,black
2007,2008,80,ACTOR IN A LEADING ROLE,George Clooney,Michael Clayton,FALSE,white
2007,2008,80,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,There Will Be Blood,TRUE,white
2007,2008,80,ACTOR IN A LEADING ROLE,Johnny Depp,Sweeney Todd The Demon Barber of Fleet Street,FALSE,white
2007,2008,80,ACTOR IN A LEADING ROLE,Tommy Lee Jones,In the Valley of Elah,FALSE,white
2007,2008,80,ACTOR IN A LEADING ROLE,Viggo Mortensen,Eastern Promises,FALSE,white
2008,2009,81,ACTOR IN A LEADING ROLE,Richard Jenkins,The Visitor,FALSE,white
2008,2009,81,ACTOR IN A LEADING ROLE,Frank Langella,Frost/Nixon,FALSE,white
2008,2009,81,ACTOR IN A LEADING ROLE,Sean Penn,Milk,TRUE,white
2008,2009,81,ACTOR IN A LEADING ROLE,Brad Pitt,The Curious Case of Benjamin Button,FALSE,white
2008,2009,81,ACTOR IN A LEADING ROLE,Mickey Rourke,The Wrestler,FALSE,white
2009,2010,82,ACTOR IN A LEADING ROLE,Jeff Bridges,Crazy Heart,TRUE,white
2009,2010,82,ACTOR IN A LEADING ROLE,George Clooney,Up in the Air,FALSE,white
2009,2010,82,ACTOR IN A LEADING ROLE,Colin Firth,A Single Man,FALSE,white
2009,2010,82,ACTOR IN A LEADING ROLE,Morgan Freeman,Invictus,FALSE,black
2009,2010,82,ACTOR IN A LEADING ROLE,Jeremy Renner,The Hurt Locker,FALSE,white
2010,2011,83,ACTOR IN A LEADING ROLE,Javier Bardem,Biutiful,FALSE,white
2010,2011,83,ACTOR IN A LEADING ROLE,Jeff Bridges,True Grit,FALSE,white
2010,2011,83,ACTOR IN A LEADING ROLE,Jesse Eisenberg,The Social Network,FALSE,white
2010,2011,83,ACTOR IN A LEADING ROLE,Colin Firth,The King's Speech,TRUE,white
2010,2011,83,ACTOR IN A LEADING ROLE,James Franco,127 Hours,FALSE,white
2011,2012,84,ACTOR IN A LEADING ROLE,Demián Bichir,A Better Life,FALSE,hispanic
2011,2012,84,ACTOR IN A LEADING ROLE,George Clooney,The Descendants,FALSE,white
2011,2012,84,ACTOR IN A LEADING ROLE,Jean Dujardin,The Artist,TRUE,white
2011,2012,84,ACTOR IN A LEADING ROLE,Gary Oldman,Tinker Tailor Soldier Spy,FALSE,white
2011,2012,84,ACTOR IN A LEADING ROLE,Brad Pitt,Moneyball,FALSE,white
2012,2013,85,ACTOR IN A LEADING ROLE,Bradley Cooper,Silver Linings Playbook,FALSE,white
2012,2013,85,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Lincoln,TRUE,white
2012,2013,85,ACTOR IN A LEADING ROLE,Hugh Jackman,Les Misérables,FALSE,white
2012,2013,85,ACTOR IN A LEADING ROLE,Joaquin Phoenix,The Master,FALSE,white
2012,2013,85,ACTOR IN A LEADING ROLE,Denzel Washington,Flight,FALSE,black
2013,2014,86,ACTOR IN A LEADING ROLE,Christian Bale,American Hustle,FALSE,white
2013,2014,86,ACTOR IN A LEADING ROLE,Bruce Dern,Nebraska,FALSE,white
2013,2014,86,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,The Wolf of Wall Street,FALSE,white
2013,2014,86,ACTOR IN A LEADING ROLE,Chiwetel Ejiofor,12 Years a Slave,FALSE,black
2013,2014,86,ACTOR IN A LEADING ROLE,Matthew McConaughey,Dallas Buyers Club,TRUE,white
2014,2015,87,ACTOR IN A LEADING ROLE,Steve Carell,Foxcatcher,FALSE,white
2014,2015,87,ACTOR IN A LEADING ROLE,Bradley Cooper,American Sniper,FALSE,white
2014,2015,87,ACTOR IN A LEADING ROLE,Benedict Cumberbatch,The Imitation Game,FALSE,white
2014,2015,87,ACTOR IN A LEADING ROLE,Michael Keaton,Birdman or (The Unexpected Virtue of Ignorance),FALSE,white
2014,2015,87,ACTOR IN A LEADING ROLE,Eddie Redmayne,The Theory of Everything,TRUE,white
2015,2016,88,ACTOR IN A LEADING ROLE,Bryan Cranston,Trumbo,FALSE,white
2015,2016,88,ACTOR IN A LEADING ROLE,Matt Damon,The Martian,FALSE,white
2015,2016,88,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,The Revenant,TRUE,white
2015,2016,88,ACTOR IN A LEADING ROLE,Michael Fassbender,Steve Jobs,FALSE,white
2015,2016,88,ACTOR IN A LEADING ROLE,Eddie Redmayne,The Danish Girl,FALSE,white
2016,2017,89,ACTOR IN A LEADING ROLE,Casey Affleck,Manchester by the Sea,TRUE,white
2016,2017,89,ACTOR IN A LEADING ROLE,Andrew Garfield,Hacksaw Ridge,FALSE,white
2016,2017,89,ACTOR IN A LEADING ROLE,Ryan Gosling,La La Land,FALSE,white
2016,2017,89,ACTOR IN A LEADING ROLE,Viggo Mortensen,Captain Fantastic,FALSE,white
2016,2017,89,ACTOR IN A LEADING ROLE,Denzel Washington,Fences,FALSE,black
2017,2018,90,ACTOR IN A LEADING ROLE,Timothée Chalamet,Call Me by Your Name,FALSE,white
2017,2018,90,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Phantom Thread,FALSE,white
2017,2018,90,ACTOR IN A LEADING ROLE,Daniel Kaluuya,Get Out,FALSE,black
2017,2018,90,ACTOR IN A LEADING ROLE,Gary Oldman,Darkest Hour,TRUE,white
2017,2018,90,ACTOR IN A LEADING ROLE,Denzel Washington,"Roman J. Israel, Esq.",FALSE,black
2018,2019,91,ACTOR IN A LEADING ROLE,Christian Bale,Vice,FALSE,white
2018,2019,91,ACTOR IN A LEADING ROLE,Bradley Cooper,A Star Is Born,FALSE,white
2018,2019,91,ACTOR IN A LEADING ROLE,Willem Dafoe,At Eternity's Gate,FALSE,white
2018,2019,91,ACTOR IN A LEADING ROLE,Rami Malek,Bohemian Rhapsody,TRUE,white
2018,2019,91,ACTOR IN A LEADING ROLE,Viggo Mortensen,Green Book,FALSE,white
2019,2020,92,ACTOR IN A LEADING ROLE,Antonio Banderas,Pain and Glory,FALSE,white
2019,2020,92,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,Once upon a Time...in Hollywood,FALSE,white
2019,2020,92,ACTOR IN A LEADING ROLE,Adam Driver,Marriage Story,FALSE,white
2019,2020,92,ACTOR IN A LEADING ROLE,Joaquin Phoenix,Joker,TRUE,white
2019,2020,92,ACTOR IN A LEADING ROLE,Jonathan Pryce,The Two Popes,FALSE,white
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Mischa Auer,My Man Godfrey,FALSE,white
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Come and Get It,TRUE,white
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Stuart Erwin,Pigskin Parade,FALSE,white
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,Romeo and Juliet,FALSE,white
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,The General Died at Dawn,FALSE,white
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Ralph Bellamy,The Awful Truth,FALSE,white
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,The Hurricane,FALSE,white
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Joseph Schildkraut,The Life of Emile Zola,TRUE,white
1937,1938,10,ACTOR IN A SUPPORTING ROLE,H. B. Warner,Lost Horizon,FALSE,white
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Roland Young,Topper,FALSE,white
1938,1939,11,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Kentucky,TRUE,white
1938,1939,11,ACTOR IN A SUPPORTING ROLE,John Garfield,Four Daughters,FALSE,white
1938,1939,11,ACTOR IN A SUPPORTING ROLE,Gene Lockhart,Algiers,FALSE,white
1938,1939,11,ACTOR IN A SUPPORTING ROLE,Robert Morley,Marie Antoinette,FALSE,white
1938,1939,11,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,If I Were King,FALSE,white
1939,1940,12,ACTOR IN A SUPPORTING ROLE,Brian Aherne,Juarez,FALSE,white
1939,1940,12,ACTOR IN A SUPPORTING ROLE,Harry Carey,Mr. Smith Goes to Washington,FALSE,white
1939,1940,12,ACTOR IN A SUPPORTING ROLE,Brian Donlevy,Beau Geste,FALSE,white
1939,1940,12,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,Stagecoach,TRUE,white
1939,1940,12,ACTOR IN A SUPPORTING ROLE,Claude Rains,Mr. Smith Goes to Washington,FALSE,white
1940,1941,13,ACTOR IN A SUPPORTING ROLE,Albert Basserman,Foreign Correspondent,FALSE,white
1940,1941,13,ACTOR IN A SUPPORTING ROLE,Walter Brennan,The Westerner,TRUE,white
1940,1941,13,ACTOR IN A SUPPORTING ROLE,William Gargan,They Knew What They Wanted,FALSE,white
1940,1941,13,ACTOR IN A SUPPORTING ROLE,Jack Oakie,The Great Dictator,FALSE,white
1940,1941,13,ACTOR IN A SUPPORTING ROLE,James Stephenson,The Letter,FALSE,white
1941,1942,14,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Sergeant York,FALSE,white
1941,1942,14,ACTOR IN A SUPPORTING ROLE,Charles Coburn,The Devil and Miss Jones,FALSE,white
1941,1942,14,ACTOR IN A SUPPORTING ROLE,Donald Crisp,How Green Was My Valley,TRUE,white
1941,1942,14,ACTOR IN A SUPPORTING ROLE,James Gleason,Here Comes Mr. Jordan,FALSE,white
1941,1942,14,ACTOR IN A SUPPORTING ROLE,Sydney Greenstreet,The Maltese Falcon,FALSE,white
1942,1943,15,ACTOR IN A SUPPORTING ROLE,William Bendix,Wake Island,FALSE,white
1942,1943,15,ACTOR IN A SUPPORTING ROLE,Van Heflin,Johnny Eager,TRUE,white
1942,1943,15,ACTOR IN A SUPPORTING ROLE,Walter Huston,Yankee Doodle Dandy,FALSE,white
1942,1943,15,ACTOR IN A SUPPORTING ROLE,Frank Morgan,Tortilla Flat,FALSE,white
1942,1943,15,ACTOR IN A SUPPORTING ROLE,Henry Travers,Mrs. Miniver,FALSE,white
1943,1944,16,ACTOR IN A SUPPORTING ROLE,Charles Bickford,The Song of Bernadette,FALSE,white
1943,1944,16,ACTOR IN A SUPPORTING ROLE,Charles Coburn,The More the Merrier,TRUE,white
1943,1944,16,ACTOR IN A SUPPORTING ROLE,J. Carrol Naish,Sahara,FALSE,white
1943,1944,16,ACTOR IN A SUPPORTING ROLE,Claude Rains,Casablanca,FALSE,white
1943,1944,16,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,For Whom the Bell Tolls,FALSE,white
1944,1945,17,ACTOR IN A SUPPORTING ROLE,Hume Cronyn,The Seventh Cross,FALSE,white
1944,1945,17,ACTOR IN A SUPPORTING ROLE,Barry Fitzgerald,Going My Way,TRUE,white
1944,1945,17,ACTOR IN A SUPPORTING ROLE,Claude Rains,Mr. Skeffington,FALSE,white
1944,1945,17,ACTOR IN A SUPPORTING ROLE,Clifton Webb,Laura,FALSE,white
1944,1945,17,ACTOR IN A SUPPORTING ROLE,Monty Woolley,Since You Went Away,FALSE,white
1945,1946,18,ACTOR IN A SUPPORTING ROLE,Michael Chekhov,Spellbound,FALSE,white
1945,1946,18,ACTOR IN A SUPPORTING ROLE,John Dall,The Corn Is Green,FALSE,white
1945,1946,18,ACTOR IN A SUPPORTING ROLE,James Dunn,A Tree Grows in Brooklyn,TRUE,white
1945,1946,18,ACTOR IN A SUPPORTING ROLE,Robert Mitchum,G. I. Joe,FALSE,white
1945,1946,18,ACTOR IN A SUPPORTING ROLE,J. Carrol Naish,A Medal for Benny,FALSE,white
1946,1947,19,ACTOR IN A SUPPORTING ROLE,Charles Coburn,The Green Years,FALSE,white
1946,1947,19,ACTOR IN A SUPPORTING ROLE,William Demarest,The Jolson Story,FALSE,white
1946,1947,19,ACTOR IN A SUPPORTING ROLE,Claude Rains,Notorious,FALSE,white
1946,1947,19,ACTOR IN A SUPPORTING ROLE,Harold Russell,The Best Years of Our Lives,TRUE,white
1946,1947,19,ACTOR IN A SUPPORTING ROLE,Clifton Webb,The Razor's Edge,FALSE,white
1947,1948,20,ACTOR IN A SUPPORTING ROLE,Charles Bickford,The Farmer's Daughter,FALSE,white
1947,1948,20,ACTOR IN A SUPPORTING ROLE,Thomas Gomez,Ride the Pink Horse,FALSE,white
1947,1948,20,ACTOR IN A SUPPORTING ROLE,Edmund Gwenn,Miracle on 34th Street,TRUE,white
1947,1948,20,ACTOR IN A SUPPORTING ROLE,Robert Ryan,Crossfire,FALSE,white
1947,1948,20,ACTOR IN A SUPPORTING ROLE,Richard Widmark,Kiss of Death,FALSE,white
1948,1949,21,ACTOR IN A SUPPORTING ROLE,Charles Bickford,Johnny Belinda,FALSE,white
1948,1949,21,ACTOR IN A SUPPORTING ROLE,José Ferrer,Joan of Arc,FALSE,white
1948,1949,21,ACTOR IN A SUPPORTING ROLE,Oscar Homolka,I Remember Mama,FALSE,white
1948,1949,21,ACTOR IN A SUPPORTING ROLE,Walter Huston,The Treasure of the Sierra Madre,TRUE,white
1948,1949,21,ACTOR IN A SUPPORTING ROLE,Cecil Kellaway,The Luck of the Irish,FALSE,white
1949,1950,22,ACTOR IN A SUPPORTING ROLE,John Ireland,All the King's Men,FALSE,white
1949,1950,22,ACTOR IN A SUPPORTING ROLE,Dean Jagger,Twelve O'Clock High,TRUE,white
1949,1950,22,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Champion,FALSE,white
1949,1950,22,ACTOR IN A SUPPORTING ROLE,Ralph Richardson,The Heiress,FALSE,white
1949,1950,22,ACTOR IN A SUPPORTING ROLE,James Whitmore,Battleground,FALSE,white
1950,1951,23,ACTOR IN A SUPPORTING ROLE,Jeff Chandler,Broken Arrow,FALSE,white
1950,1951,23,ACTOR IN A SUPPORTING ROLE,Edmund Gwenn,Mister 880,FALSE,white
1950,1951,23,ACTOR IN A SUPPORTING ROLE,Sam Jaffe,The Asphalt Jungle,FALSE,white
1950,1951,23,ACTOR IN A SUPPORTING ROLE,George Sanders,All about Eve,TRUE,white
1950,1951,23,ACTOR IN A SUPPORTING ROLE,Erich von Stroheim,Sunset Blvd.,FALSE,white
1951,1952,24,ACTOR IN A SUPPORTING ROLE,Leo Genn,Quo Vadis,FALSE,white
1951,1952,24,ACTOR IN A SUPPORTING ROLE,Kevin McCarthy,Death of a Salesman,FALSE,white
1951,1952,24,ACTOR IN A SUPPORTING ROLE,Karl Malden,A Streetcar Named Desire,TRUE,white
1951,1952,24,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Quo Vadis,FALSE,white
1951,1952,24,ACTOR IN A SUPPORTING ROLE,Gig Young,Come Fill the Cup,FALSE,white
1952,1953,25,ACTOR IN A SUPPORTING ROLE,Richard Burton,My Cousin Rachel,FALSE,white
1952,1953,25,ACTOR IN A SUPPORTING ROLE,Arthur Hunnicutt,The Big Sky,FALSE,white
1952,1953,25,ACTOR IN A SUPPORTING ROLE,Victor McLaglen,The Quiet Man,FALSE,white
1952,1953,25,ACTOR IN A SUPPORTING ROLE,Jack Palance,Sudden Fear,FALSE,white
1952,1953,25,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,Viva Zapata!,TRUE,white
1953,1954,26,ACTOR IN A SUPPORTING ROLE,Eddie Albert,Roman Holiday,FALSE,white
1953,1954,26,ACTOR IN A SUPPORTING ROLE,Brandon De Wilde,Shane,FALSE,white
1953,1954,26,ACTOR IN A SUPPORTING ROLE,Jack Palance,Shane,FALSE,white
1953,1954,26,ACTOR IN A SUPPORTING ROLE,Frank Sinatra,From Here to Eternity,TRUE,white
1953,1954,26,ACTOR IN A SUPPORTING ROLE,Robert Strauss,Stalag 17,FALSE,white
1954,1955,27,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,On the Waterfront,FALSE,white
1954,1955,27,ACTOR IN A SUPPORTING ROLE,Karl Malden,On the Waterfront,FALSE,white
1954,1955,27,ACTOR IN A SUPPORTING ROLE,Edmond O'Brien,The Barefoot Contessa,TRUE,white
1954,1955,27,ACTOR IN A SUPPORTING ROLE,Rod Steiger,On the Waterfront,FALSE,white
1954,1955,27,ACTOR IN A SUPPORTING ROLE,Tom Tully,The Caine Mutiny,FALSE,white
1955,1956,28,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Trial,FALSE,white
1955,1956,28,ACTOR IN A SUPPORTING ROLE,Jack Lemmon,Mister Roberts,TRUE,white
1955,1956,28,ACTOR IN A SUPPORTING ROLE,Joe Mantell,Marty,FALSE,white
1955,1956,28,ACTOR IN A SUPPORTING ROLE,Sal Mineo,Rebel without a Cause,FALSE,white
1955,1956,28,ACTOR IN A SUPPORTING ROLE,Arthur O'Connell,Picnic,FALSE,white
1956,1957,29,ACTOR IN A SUPPORTING ROLE,Don Murray,Bus Stop,FALSE,white
1956,1957,29,ACTOR IN A SUPPORTING ROLE,Anthony Perkins,Friendly Persuasion,FALSE,white
1956,1957,29,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,Lust for Life,TRUE,white
1956,1957,29,ACTOR IN A SUPPORTING ROLE,Mickey Rooney,The Bold and the Brave,FALSE,white
1956,1957,29,ACTOR IN A SUPPORTING ROLE,Robert Stack,Written on the Wind,FALSE,white
1957,1958,30,ACTOR IN A SUPPORTING ROLE,Red Buttons,Sayonara,TRUE,white
1957,1958,30,ACTOR IN A SUPPORTING ROLE,Vittorio De Sica,A Farewell to Arms,FALSE,white
1957,1958,30,ACTOR IN A SUPPORTING ROLE,Sessue Hayakawa,The Bridge on the River Kwai,FALSE,asian
1957,1958,30,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Peyton Place,FALSE,white
1957,1958,30,ACTOR IN A SUPPORTING ROLE,Russ Tamblyn,Peyton Place,FALSE,white
1958,1959,31,ACTOR IN A SUPPORTING ROLE,Theodore Bikel,The Defiant Ones,FALSE,white
1958,1959,31,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,The Brothers Karamazov,FALSE,white
