id,year_film,year_ceremony,ceremony,category,name,film,winner,race,fixed_race
510,1947,1948,20,ACTOR IN A SUPPORTING ROLE,Robert Ryan,Crossfire,FALSE,white,white
511,1947,1948,20,ACTOR IN A SUPPORTING ROLE,Richard Widmark,Kiss of Death,FALSE,white,white
512,1948,1949,21,ACTOR IN A SUPPORTING ROLE,Charles Bickford,Johnny Belinda,FALSE,white,white
513,1948,1949,21,ACTOR IN A SUPPORTING ROLE,José Ferrer,Joan of Arc,FALSE,white,white
514,1948,1949,21,ACTOR IN A SUPPORTING ROLE,Oscar Homolka,I Remember Mama,FALSE,white,white
515,1948,1949,21,ACTOR IN A SUPPORTING ROLE,Walter Huston,The Treasure of the Sierra Madre,TRUE,white,white
516,1948,1949,21,ACTOR IN A SUPPORTING ROLE,Cecil Kellaway,The Luck of the Irish,FALSE,white,white
517,1949,1950,22,ACTOR IN A SUPPORTING ROLE,John Ireland,All the King's Men,FALSE,white,white
518,1949,1950,22,ACTOR IN A SUPPORTING ROLE,Dean Jagger,Twelve O'Clock High,TRUE,white,white
519,1949,1950,22,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Champion,FALSE,white,white
520,1949,1950,22,ACTOR IN A SUPPORTING ROLE,Ralph Richardson,The Heiress,FALSE,white,white
521,1949,1950,22,ACTOR IN A SUPPORTING ROLE,James Whitmore,Battleground,FALSE,white,white
522,1950,1951,23,ACTOR IN A SUPPORTING ROLE,Jeff Chandler,Broken Arrow,FALSE,white,white
523,1950,1951,23,ACTOR IN A SUPPORTING ROLE,Edmund Gwenn,Mister 880,FALSE,white,white
524,1950,1951,23,ACTOR IN A SUPPORTING ROLE,Sam Jaffe,The Asphalt Jungle,FALSE,white,white
525,1950,1951,23,ACTOR IN A SUPPORTING ROLE,George Sanders,All about Eve,TRUE,white,white
526,1950,1951,23,ACTOR IN A SUPPORTING ROLE,Erich von Stroheim,Sunset Blvd.,FALSE,white,white
527,1951,1952,24,ACTOR IN A SUPPORTING ROLE,Leo Genn,Quo Vadis,FALSE,white,white
528,1951,1952,24,ACTOR IN A SUPPORTING ROLE,Kevin McCarthy,Death of a Salesman,FALSE,white,white
529,1951,1952,24,ACTOR IN A SUPPORTING ROLE,Karl Malden,A Streetcar Named Desire,TRUE,white,white
530,1951,1952,24,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Quo Vadis,FALSE,white,white
531,1951,1952,24,ACTOR IN A SUPPORTING ROLE,Gig Young,Come Fill the Cup,FALSE,white,white
532,1952,1953,25,ACTOR IN A SUPPORTING ROLE,Richard Burton,My Cousin Rachel,FALSE,white,white
533,1952,1953,25,ACTOR IN A SUPPORTING ROLE,Arthur Hunnicutt,The Big Sky,FALSE,white,white
534,1952,1953,25,ACTOR IN A SUPPORTING ROLE,Victor McLaglen,The Quiet Man,FALSE,white,white
535,1952,1953,25,ACTOR IN A SUPPORTING ROLE,Jack Palance,Sudden Fear,FALSE,white,white
536,1952,1953,25,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,Viva Zapata!,TRUE,white,white
537,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Eddie Albert,Roman Holiday,FALSE,white,white
538,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Brandon De Wilde,Shane,FALSE,white,white
539,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Jack Palance,Shane,FALSE,white,white
540,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Frank Sinatra,From Here to Eternity,TRUE,white,white
541,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Robert Strauss,Stalag 17,FALSE,white,white
542,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,On the Waterfront,FALSE,white,white
543,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Karl Malden,On the Waterfront,FALSE,white,white
544,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Edmond O'Brien,The Barefoot Contessa,TRUE,white,white
545,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Rod Steiger,On the Waterfront,FALSE,white,white
546,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Tom Tully,The Caine Mutiny,FALSE,white,white
547,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Trial,FALSE,white,white
548,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Jack Lemmon,Mister Roberts,TRUE,white,white
549,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Joe Mantell,Marty,FALSE,white,white
550,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Sal Mineo,Rebel without a Cause,FALSE,white,white
551,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Arthur O'Connell,Picnic,FALSE,white,white
552,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Don Murray,Bus Stop,FALSE,white,white
553,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Anthony Perkins,Friendly Persuasion,FALSE,white,white
554,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,Lust for Life,TRUE,white,white
555,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Mickey Rooney,The Bold and the Brave,FALSE,white,white
556,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Robert Stack,Written on the Wind,FALSE,white,white
557,1957,1958,30,ACTOR IN A SUPPORTING ROLE,Red Buttons,Sayonara,TRUE,white,white
558,1957,1958,30,ACTOR IN A SUPPORTING ROLE,Vittorio De Sica,A Farewell to Arms,FALSE,white,white
559,1957,1958,30,ACTOR IN A SUPPORTING ROLE,Sessue Hayakawa,The Bridge on the River Kwai,FALSE,asian,asian
560,1957,1958,30,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Peyton Place,FALSE,white,white
561,1957,1958,30,ACTOR IN A SUPPORTING ROLE,Russ Tamblyn,Peyton Place,FALSE,white,white
562,1958,1959,31,ACTOR IN A SUPPORTING ROLE,Theodore Bikel,The Defiant Ones,FALSE,white,white
563,1958,1959,31,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,The Brothers Karamazov,FALSE,white,white
564,1958,1959,31,ACTOR IN A SUPPORTING ROLE,Burl Ives,The Big Country,TRUE,white,white
565,1958,1959,31,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Some Came Running,FALSE,white,white
566,1958,1959,31,ACTOR IN A SUPPORTING ROLE,Gig Young,Teacher's Pet,FALSE,white,white
567,1959,1960,32,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Ben-Hur,TRUE,white,white
568,1959,1960,32,ACTOR IN A SUPPORTING ROLE,Arthur O'Connell,Anatomy of a Murder,FALSE,white,white
569,1959,1960,32,ACTOR IN A SUPPORTING ROLE,George C. Scott,Anatomy of a Murder,FALSE,white,white
570,1959,1960,32,ACTOR IN A SUPPORTING ROLE,Robert Vaughn,The Young Philadelphians,FALSE,white,white
571,1959,1960,32,ACTOR IN A SUPPORTING ROLE,Ed Wynn,The Diary of Anne Frank,FALSE,white,white
572,1960,1961,33,ACTOR IN A SUPPORTING ROLE,Peter Falk,"Murder, Inc.",FALSE,white,white
573,1960,1961,33,ACTOR IN A SUPPORTING ROLE,Jack Kruschen,The Apartment,FALSE,white,white
574,1960,1961,33,ACTOR IN A SUPPORTING ROLE,Sal Mineo,Exodus,FALSE,white,white
575,1960,1961,33,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Spartacus,TRUE,white,white
576,1960,1961,33,ACTOR IN A SUPPORTING ROLE,Chill Wills,The Alamo,FALSE,white,white
577,1961,1962,34,ACTOR IN A SUPPORTING ROLE,George Chakiris,West Side Story,TRUE,white,white
578,1961,1962,34,ACTOR IN A SUPPORTING ROLE,Montgomery Clift,Judgment at Nuremberg,FALSE,white,white
579,1961,1962,34,ACTOR IN A SUPPORTING ROLE,Peter Falk,Pocketful of Miracles,FALSE,white,white
580,1961,1962,34,ACTOR IN A SUPPORTING ROLE,Jackie Gleason,The Hustler,FALSE,white,white
581,1961,1962,34,ACTOR IN A SUPPORTING ROLE,George C. Scott,The Hustler,FALSE,white,white
582,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Ed Begley,Sweet Bird of Youth,TRUE,white,white
583,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Victor Buono,What Ever Happened to Baby Jane?,FALSE,white,white
584,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Telly Savalas,Birdman of Alcatraz,FALSE,white,white
585,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Omar Sharif,Lawrence of Arabia,FALSE,Middle-Eastern,other
586,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Terence Stamp,Billy Budd,FALSE,white,white
587,1963,1964,36,ACTOR IN A SUPPORTING ROLE,Nick Adams,Twilight of Honor,FALSE,white,white
588,1963,1964,36,ACTOR IN A SUPPORTING ROLE,Bobby Darin,"Captain Newman, M.D.",FALSE,white,white
589,1963,1964,36,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Hud,TRUE,white,white
590,1963,1964,36,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Tom Jones,FALSE,white,white
591,1963,1964,36,ACTOR IN A SUPPORTING ROLE,John Huston,The Cardinal,FALSE,white,white
592,1964,1965,37,ACTOR IN A SUPPORTING ROLE,John Gielgud,Becket,FALSE,white,white
593,1964,1965,37,ACTOR IN A SUPPORTING ROLE,Stanley Holloway,My Fair Lady,FALSE,white,white
594,1964,1965,37,ACTOR IN A SUPPORTING ROLE,Edmond O'Brien,Seven Days in May,FALSE,white,white
595,1964,1965,37,ACTOR IN A SUPPORTING ROLE,Lee Tracy,The Best Man,FALSE,white,white
596,1964,1965,37,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Topkapi,TRUE,white,white
597,1965,1966,38,ACTOR IN A SUPPORTING ROLE,Martin Balsam,A Thousand Clowns,TRUE,white,white
598,1965,1966,38,ACTOR IN A SUPPORTING ROLE,Ian Bannen,The Flight of the Phoenix,FALSE,white,white
599,1965,1966,38,ACTOR IN A SUPPORTING ROLE,Tom Courtenay,Doctor Zhivago,FALSE,white,white
600,1965,1966,38,ACTOR IN A SUPPORTING ROLE,Michael Dunn,Ship of Fools,FALSE,white,white
601,1965,1966,38,ACTOR IN A SUPPORTING ROLE,Frank Finlay,Othello,FALSE,white,white
602,1966,1967,39,ACTOR IN A SUPPORTING ROLE,Mako,The Sand Pebbles,FALSE,asian,asian
603,1966,1967,39,ACTOR IN A SUPPORTING ROLE,James Mason,Georgy Girl,FALSE,white,white
604,1966,1967,39,ACTOR IN A SUPPORTING ROLE,Walter Matthau,The Fortune Cookie,TRUE,white,white
605,1966,1967,39,ACTOR IN A SUPPORTING ROLE,George Segal,Who's Afraid of Virginia Woolf?,FALSE,white,white
606,1966,1967,39,ACTOR IN A SUPPORTING ROLE,Robert Shaw,A Man for All Seasons,FALSE,white,white
607,1967,1968,40,ACTOR IN A SUPPORTING ROLE,John Cassavetes,The Dirty Dozen,FALSE,white,white
608,1967,1968,40,ACTOR IN A SUPPORTING ROLE,Gene Hackman,Bonnie and Clyde,FALSE,white,white
609,1967,1968,40,ACTOR IN A SUPPORTING ROLE,Cecil Kellaway,Guess Who's Coming to Dinner,FALSE,white,white
610,1967,1968,40,ACTOR IN A SUPPORTING ROLE,George Kennedy,Cool Hand Luke,TRUE,white,white
611,1967,1968,40,ACTOR IN A SUPPORTING ROLE,Michael J. Pollard,Bonnie and Clyde,FALSE,white,white
612,1968,1969,41,ACTOR IN A SUPPORTING ROLE,Jack Albertson,The Subject Was Roses,TRUE,white,white
613,1968,1969,41,ACTOR IN A SUPPORTING ROLE,Seymour Cassel,Faces,FALSE,white,white
614,1968,1969,41,ACTOR IN A SUPPORTING ROLE,Daniel Massey,Star!,FALSE,white,white
615,1968,1969,41,ACTOR IN A SUPPORTING ROLE,Jack Wild,Oliver!,FALSE,white,white
616,1968,1969,41,ACTOR IN A SUPPORTING ROLE,Gene Wilder,The Producers,FALSE,white,white
617,1969,1970,42,ACTOR IN A SUPPORTING ROLE,Rupert Crosse,The Reivers,FALSE,black,black
618,1969,1970,42,ACTOR IN A SUPPORTING ROLE,Elliott Gould,Bob & Carol & Ted & Alice,FALSE,white,white
619,1969,1970,42,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Easy Rider,FALSE,white,white
620,1969,1970,42,ACTOR IN A SUPPORTING ROLE,Anthony Quayle,Anne of the Thousand Days,FALSE,white,white
621,1969,1970,42,ACTOR IN A SUPPORTING ROLE,Gig Young,"They Shoot Horses, Don't They?",TRUE,white,white
622,1970,1971,43,ACTOR IN A SUPPORTING ROLE,Richard Castellano,Lovers and Other Strangers,FALSE,white,white
623,1970,1971,43,ACTOR IN A SUPPORTING ROLE,Chief Dan George,Little Big Man,FALSE,Indigenous Canadian,other
624,1970,1971,43,ACTOR IN A SUPPORTING ROLE,Gene Hackman,I Never Sang for My Father,FALSE,white,white
625,1970,1971,43,ACTOR IN A SUPPORTING ROLE,John Marley,Love Story,FALSE,white,white
626,1970,1971,43,ACTOR IN A SUPPORTING ROLE,John Mills,Ryan's Daughter,TRUE,white,white
627,1971,1972,44,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,The Last Picture Show,FALSE,white,white
628,1971,1972,44,ACTOR IN A SUPPORTING ROLE,Leonard Frey,Fiddler on the Roof,FALSE,white,white
629,1971,1972,44,ACTOR IN A SUPPORTING ROLE,Richard Jaeckel,Sometimes a Great Notion,FALSE,white,white
630,1971,1972,44,ACTOR IN A SUPPORTING ROLE,Ben Johnson,The Last Picture Show,TRUE,white,white
631,1971,1972,44,ACTOR IN A SUPPORTING ROLE,Roy Scheider,The French Connection,FALSE,white,white
632,1972,1973,45,ACTOR IN A SUPPORTING ROLE,Eddie Albert,The Heartbreak Kid,FALSE,white,white
633,1972,1973,45,ACTOR IN A SUPPORTING ROLE,James Caan,The Godfather,FALSE,white,white
634,1972,1973,45,ACTOR IN A SUPPORTING ROLE,Robert Duvall,The Godfather,FALSE,white,white
635,1972,1973,45,ACTOR IN A SUPPORTING ROLE,Joel Grey,Cabaret,TRUE,white,white
636,1972,1973,45,ACTOR IN A SUPPORTING ROLE,Al Pacino,The Godfather,FALSE,white,white
637,1973,1974,46,ACTOR IN A SUPPORTING ROLE,Vincent Gardenia,Bang the Drum Slowly,FALSE,white,white
638,1973,1974,46,ACTOR IN A SUPPORTING ROLE,Jack Gilford,Save the Tiger,FALSE,white,white
639,1973,1974,46,ACTOR IN A SUPPORTING ROLE,John Houseman,The Paper Chase,TRUE,white,white
640,1973,1974,46,ACTOR IN A SUPPORTING ROLE,Jason Miller,The Exorcist,FALSE,white,white
641,1973,1974,46,ACTOR IN A SUPPORTING ROLE,Randy Quaid,The Last Detail,FALSE,white,white
642,1974,1975,47,ACTOR IN A SUPPORTING ROLE,Fred Astaire,The Towering Inferno,FALSE,white,white
643,1974,1975,47,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,Thunderbolt and Lightfoot,FALSE,white,white
644,1974,1975,47,ACTOR IN A SUPPORTING ROLE,Robert De Niro,The Godfather Part II,TRUE,white,white
645,1974,1975,47,ACTOR IN A SUPPORTING ROLE,Michael V. Gazzo,The Godfather Part II,FALSE,white,white
646,1974,1975,47,ACTOR IN A SUPPORTING ROLE,Lee Strasberg,The Godfather Part II,FALSE,white,white
647,1975,1976,48,ACTOR IN A SUPPORTING ROLE,George Burns,The Sunshine Boys,TRUE,white,white
648,1975,1976,48,ACTOR IN A SUPPORTING ROLE,Brad Dourif,One Flew over the Cuckoo's Nest,FALSE,white,white
649,1975,1976,48,ACTOR IN A SUPPORTING ROLE,Burgess Meredith,The Day of the Locust,FALSE,white,white
650,1975,1976,48,ACTOR IN A SUPPORTING ROLE,Chris Sarandon,Dog Day Afternoon,FALSE,white,white
651,1975,1976,48,ACTOR IN A SUPPORTING ROLE,Jack Warden,Shampoo,FALSE,white,white
652,1976,1977,49,ACTOR IN A SUPPORTING ROLE,Ned Beatty,Network,FALSE,white,white
653,1976,1977,49,ACTOR IN A SUPPORTING ROLE,Burgess Meredith,Rocky,FALSE,white,white
654,1976,1977,49,ACTOR IN A SUPPORTING ROLE,Laurence Olivier,Marathon Man,FALSE,white,white
655,1976,1977,49,ACTOR IN A SUPPORTING ROLE,Jason Robards,All the President's Men,TRUE,white,white
656,1976,1977,49,ACTOR IN A SUPPORTING ROLE,Burt Young,Rocky,FALSE,white,white
657,1977,1978,50,ACTOR IN A SUPPORTING ROLE,Mikhail Baryshnikov,The Turning Point,FALSE,white,white
658,1977,1978,50,ACTOR IN A SUPPORTING ROLE,Peter Firth,Equus,FALSE,white,white
659,1977,1978,50,ACTOR IN A SUPPORTING ROLE,Alec Guinness,Star Wars,FALSE,white,white
660,1977,1978,50,ACTOR IN A SUPPORTING ROLE,Jason Robards,Julia,TRUE,white,white
661,1977,1978,50,ACTOR IN A SUPPORTING ROLE,Maximilian Schell,Julia,FALSE,white,white
662,1978,1979,51,ACTOR IN A SUPPORTING ROLE,Bruce Dern,Coming Home,FALSE,white,white
663,1978,1979,51,ACTOR IN A SUPPORTING ROLE,Richard Farnsworth,Comes a Horseman,FALSE,white,white
664,1978,1979,51,ACTOR IN A SUPPORTING ROLE,John Hurt,Midnight Express,FALSE,white,white
665,1978,1979,51,ACTOR IN A SUPPORTING ROLE,Christopher Walken,The Deer Hunter,TRUE,white,white
666,1978,1979,51,ACTOR IN A SUPPORTING ROLE,Jack Warden,Heaven Can Wait,FALSE,white,white
667,1979,1980,52,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Being There,TRUE,white,white
668,1979,1980,52,ACTOR IN A SUPPORTING ROLE,Robert Duvall,Apocalypse Now,FALSE,white,white
669,1979,1980,52,ACTOR IN A SUPPORTING ROLE,Frederic Forrest,The Rose,FALSE,white,white
670,1979,1980,52,ACTOR IN A SUPPORTING ROLE,Justin Henry,Kramer vs. Kramer,FALSE,white,white
671,1979,1980,52,ACTOR IN A SUPPORTING ROLE,Mickey Rooney,The Black Stallion,FALSE,white,white
672,1980,1981,53,ACTOR IN A SUPPORTING ROLE,Judd Hirsch,Ordinary People,FALSE,white,white
673,1980,1981,53,ACTOR IN A SUPPORTING ROLE,Timothy Hutton,Ordinary People,TRUE,white,white
674,1980,1981,53,ACTOR IN A SUPPORTING ROLE,Michael O'Keefe,The Great Santini,FALSE,white,white
675,1980,1981,53,ACTOR IN A SUPPORTING ROLE,Joe Pesci,Raging Bull,FALSE,white,white
676,1980,1981,53,ACTOR IN A SUPPORTING ROLE,Jason Robards,Melvin and Howard,FALSE,white,white
677,1981,1982,54,ACTOR IN A SUPPORTING ROLE,James Coco,Only When I Laugh,FALSE,white,white
678,1981,1982,54,ACTOR IN A SUPPORTING ROLE,John Gielgud,Arthur,TRUE,white,white
679,1981,1982,54,ACTOR IN A SUPPORTING ROLE,Ian Holm,Chariots of Fire,FALSE,white,white
680,1981,1982,54,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Reds,FALSE,white,white
681,1981,1982,54,ACTOR IN A SUPPORTING ROLE,"Howard E. Rollins, Jr.",Ragtime,FALSE,white,white
682,1982,1983,55,ACTOR IN A SUPPORTING ROLE,Charles Durning,The Best Little Whorehouse in Texas,FALSE,white,white
683,1982,1983,55,ACTOR IN A SUPPORTING ROLE,"Louis Gossett, Jr.",An Officer and a Gentleman,TRUE,black,black
684,1982,1983,55,ACTOR IN A SUPPORTING ROLE,John Lithgow,The World According to Garp,FALSE,white,white
685,1982,1983,55,ACTOR IN A SUPPORTING ROLE,James Mason,The Verdict,FALSE,white,white
686,1982,1983,55,ACTOR IN A SUPPORTING ROLE,Robert Preston,Victor/Victoria,FALSE,white,white
687,1983,1984,56,ACTOR IN A SUPPORTING ROLE,Charles Durning,To Be or Not to Be,FALSE,white,white
688,1983,1984,56,ACTOR IN A SUPPORTING ROLE,John Lithgow,Terms of Endearment,FALSE,white,white
689,1983,1984,56,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Terms of Endearment,TRUE,white,white
690,1983,1984,56,ACTOR IN A SUPPORTING ROLE,Sam Shepard,The Right Stuff,FALSE,white,white
691,1983,1984,56,ACTOR IN A SUPPORTING ROLE,Rip Torn,Cross Creek,FALSE,white,white
692,1984,1985,57,ACTOR IN A SUPPORTING ROLE,Adolph Caesar,A Soldier's Story,FALSE,black,black
693,1984,1985,57,ACTOR IN A SUPPORTING ROLE,John Malkovich,Places in the Heart,FALSE,white,white
694,1984,1985,57,ACTOR IN A SUPPORTING ROLE,Noriyuki 'Pat' Morita,The Karate Kid,FALSE,asian,asian
695,1984,1985,57,ACTOR IN A SUPPORTING ROLE,Haing S. Ngor,The Killing Fields,TRUE,asian,asian
696,1984,1985,57,ACTOR IN A SUPPORTING ROLE,Ralph Richardson,"Greystoke: The Legend of Tarzan, Lord of the Apes",FALSE,white,white
697,1985,1986,58,ACTOR IN A SUPPORTING ROLE,Don Ameche,Cocoon,TRUE,white,white
698,1985,1986,58,ACTOR IN A SUPPORTING ROLE,Klaus Maria Brandauer,Out of Africa,FALSE,white,white
699,1985,1986,58,ACTOR IN A SUPPORTING ROLE,William Hickey,Prizzi's Honor,FALSE,white,white
700,1985,1986,58,ACTOR IN A SUPPORTING ROLE,Robert Loggia,Jagged Edge,FALSE,white,white
701,1985,1986,58,ACTOR IN A SUPPORTING ROLE,Eric Roberts,Runaway Train,FALSE,white,white
702,1986,1987,59,ACTOR IN A SUPPORTING ROLE,Tom Berenger,Platoon,FALSE,white,white
703,1986,1987,59,ACTOR IN A SUPPORTING ROLE,Michael Caine,Hannah and Her Sisters,TRUE,white,white
704,1986,1987,59,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,Platoon,FALSE,white,white
705,1986,1987,59,ACTOR IN A SUPPORTING ROLE,Denholm Elliott,A Room with a View,FALSE,white,white
706,1986,1987,59,ACTOR IN A SUPPORTING ROLE,Dennis Hopper,Hoosiers,FALSE,white,white
707,1987,1988,60,ACTOR IN A SUPPORTING ROLE,Albert Brooks,Broadcast News,FALSE,white,white
708,1987,1988,60,ACTOR IN A SUPPORTING ROLE,Sean Connery,The Untouchables,TRUE,white,white
709,1987,1988,60,ACTOR IN A SUPPORTING ROLE,Morgan Freeman,Street Smart,FALSE,black,black
710,1987,1988,60,ACTOR IN A SUPPORTING ROLE,Vincent Gardenia,Moonstruck,FALSE,white,white
711,1987,1988,60,ACTOR IN A SUPPORTING ROLE,Denzel Washington,Cry Freedom,FALSE,black,black
712,1988,1989,61,ACTOR IN A SUPPORTING ROLE,Alec Guinness,Little Dorrit,FALSE,white,white
713,1988,1989,61,ACTOR IN A SUPPORTING ROLE,Kevin Kline,A Fish Called Wanda,TRUE,white,white
714,1988,1989,61,ACTOR IN A SUPPORTING ROLE,Martin Landau,Tucker The Man and His Dream,FALSE,white,white
715,1988,1989,61,ACTOR IN A SUPPORTING ROLE,River Phoenix,Running on Empty,FALSE,white,white
716,1988,1989,61,ACTOR IN A SUPPORTING ROLE,Dean Stockwell,Married to the Mob,FALSE,white,white
717,1989,1990,62,ACTOR IN A SUPPORTING ROLE,Danny Aiello,Do the Right Thing,FALSE,white,white
718,1989,1990,62,ACTOR IN A SUPPORTING ROLE,Dan Aykroyd,Driving Miss Daisy,FALSE,white,white
719,1989,1990,62,ACTOR IN A SUPPORTING ROLE,Marlon Brando,A Dry White Season,FALSE,white,white
720,1989,1990,62,ACTOR IN A SUPPORTING ROLE,Martin Landau,Crimes and Misdemeanors,FALSE,white,white
721,1989,1990,62,ACTOR IN A SUPPORTING ROLE,Denzel Washington,Glory,TRUE,black,black
722,1990,1991,63,ACTOR IN A SUPPORTING ROLE,Bruce Davison,Longtime Companion,FALSE,white,white
723,1990,1991,63,ACTOR IN A SUPPORTING ROLE,Andy Garcia,"The Godfather, Part III",FALSE,hispanic,hispanic
724,1990,1991,63,ACTOR IN A SUPPORTING ROLE,Graham Greene,Dances With Wolves,FALSE,Indigenous Canadian,other
725,1990,1991,63,ACTOR IN A SUPPORTING ROLE,Al Pacino,Dick Tracy,FALSE,white,white
726,1990,1991,63,ACTOR IN A SUPPORTING ROLE,Joe Pesci,Good Fellas,TRUE,white,white
727,1991,1992,64,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,JFK,FALSE,white,white
728,1991,1992,64,ACTOR IN A SUPPORTING ROLE,Harvey Keitel,Bugsy,FALSE,white,white
729,1991,1992,64,ACTOR IN A SUPPORTING ROLE,Ben Kingsley,Bugsy,FALSE,asian,asian
730,1991,1992,64,ACTOR IN A SUPPORTING ROLE,Michael Lerner,Barton Fink,FALSE,white,white
731,1991,1992,64,ACTOR IN A SUPPORTING ROLE,Jack Palance,City Slickers,TRUE,white,white
732,1992,1993,65,ACTOR IN A SUPPORTING ROLE,Jaye Davidson,The Crying Game,FALSE,black,black
733,1992,1993,65,ACTOR IN A SUPPORTING ROLE,Gene Hackman,Unforgiven,TRUE,white,white
734,1992,1993,65,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,A Few Good Men,FALSE,white,white
735,1992,1993,65,ACTOR IN A SUPPORTING ROLE,Al Pacino,Glengarry Glen Ross,FALSE,white,white
736,1992,1993,65,ACTOR IN A SUPPORTING ROLE,David Paymer,Mr. Saturday Night,FALSE,white,white
737,1993,1994,66,ACTOR IN A SUPPORTING ROLE,Leonardo DiCaprio,What's Eating Gilbert Grape,FALSE,white,white
738,1993,1994,66,ACTOR IN A SUPPORTING ROLE,Ralph Fiennes,Schindler's List,FALSE,white,white
739,1993,1994,66,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,The Fugitive,TRUE,white,white
740,1993,1994,66,ACTOR IN A SUPPORTING ROLE,John Malkovich,In the Line of Fire,FALSE,white,white
741,1993,1994,66,ACTOR IN A SUPPORTING ROLE,Pete Postlethwaite,In the Name of the Father,FALSE,white,white
742,1994,1995,67,ACTOR IN A SUPPORTING ROLE,Samuel L. Jackson,Pulp Fiction,FALSE,black,black
743,1994,1995,67,ACTOR IN A SUPPORTING ROLE,Martin Landau,Ed Wood,TRUE,white,white
744,1994,1995,67,ACTOR IN A SUPPORTING ROLE,Chazz Palminteri,Bullets over Broadway,FALSE,white,white
745,1994,1995,67,ACTOR IN A SUPPORTING ROLE,Paul Scofield,Quiz Show,FALSE,white,white
746,1994,1995,67,ACTOR IN A SUPPORTING ROLE,Gary Sinise,Forrest Gump,FALSE,white,white
747,1995,1996,68,ACTOR IN A SUPPORTING ROLE,James Cromwell,Babe,FALSE,white,white
748,1995,1996,68,ACTOR IN A SUPPORTING ROLE,Ed Harris,Apollo 13,FALSE,white,white
749,1995,1996,68,ACTOR IN A SUPPORTING ROLE,Brad Pitt,12 Monkeys,FALSE,white,white
750,1995,1996,68,ACTOR IN A SUPPORTING ROLE,Tim Roth,Rob Roy,FALSE,white,white
751,1995,1996,68,ACTOR IN A SUPPORTING ROLE,Kevin Spacey,The Usual Suspects,TRUE,white,white
752,1996,1997,69,ACTOR IN A SUPPORTING ROLE,"Cuba Gooding, Jr.",Jerry Maguire,TRUE,black,black
753,1996,1997,69,ACTOR IN A SUPPORTING ROLE,William H. Macy,Fargo,FALSE,white,white
754,1996,1997,69,ACTOR IN A SUPPORTING ROLE,Armin Mueller-Stahl,Shine,FALSE,white,white
755,1996,1997,69,ACTOR IN A SUPPORTING ROLE,Edward Norton,Primal Fear,FALSE,white,white
756,1996,1997,69,ACTOR IN A SUPPORTING ROLE,James Woods,Ghosts of Mississippi,FALSE,white,white
757,1997,1998,70,ACTOR IN A SUPPORTING ROLE,Robert Forster,Jackie Brown,FALSE,white,white
758,1997,1998,70,ACTOR IN A SUPPORTING ROLE,Anthony Hopkins,Amistad,FALSE,white,white
759,1997,1998,70,ACTOR IN A SUPPORTING ROLE,Greg Kinnear,As Good as It Gets,FALSE,white,white
